9.084811210632324219e-01,1.923703670501708984e+00,-4.671441555023193359e+00,-3.292967796325683594e+00
1.953797042369842529e-01,1.353030562400817871e+00,-1.905383825302124023e+00,-2.730730295181274414e+00
1.568521022796630859e+00,1.098986506462097168e+00,-3.802246093750000000e+00,-5.638976573944091797e+00
1.449899315834045410e+00,2.357799112796783447e-01,-1.921655058860778809e+00,-4.293740272521972656e+00
9.224454164505004883e-01,2.544500350952148438e+00,-4.809219837188720703e+00,-5.782586097717285156e+00
1.296304225921630859e+00,3.374197483062744141e-01,-2.658615112304687500e+00,-3.158204317092895508e+00
1.360610008239746094e+00,3.919873833656311035e-01,-2.840732812881469727e+00,-3.298650741577148438e+00
1.485229015350341797e+00,3.770162761211395264e-01,-3.127090215682983398e+00,-3.474328756332397461e+00
1.684860587120056152e+00,3.187393248081207275e-01,-3.273491144180297852e+00,-3.955996513366699219e+00
1.751337289810180664e+00,1.797332763671875000e-01,-3.251688241958618164e+00,-3.836769580841064453e+00
1.195212841033935547e+00,1.517356276512145996e+00,-3.691137075424194336e+00,-4.992710113525390625e+00
1.053147912025451660e+00,8.933922052383422852e-01,-2.100697517395019531e+00,-4.681951522827148438e+00
2.158076286315917969e+00,-1.136521995067596436e-01,-3.172296047210693359e+00,-4.409005641937255859e+00
8.903466463088989258e-01,8.887760639190673828e-01,-2.600976467132568359e+00,-3.004308700561523438e+00
1.126245975494384766e+00,2.095032453536987305e+00,-2.042052984237670898e+00,-7.375833511352539062e+00
1.229490637779235840e+00,1.404561519622802734e+00,-6.494564056396484375e+00,-3.347444534301757812e-01
1.506612896919250488e+00,2.093372106552124023e+00,-5.952927589416503906e+00,-4.727978706359863281e+00
1.858363986015319824e+00,4.490186870098114014e-01,-3.214176416397094727e+00,-4.907830238342285156e+00
6.934632062911987305e-01,1.794653892517089844e+00,-3.467375040054321289e+00,-5.112961292266845703e+00
1.113260984420776367e+00,6.417942047119140625e-01,-2.369581460952758789e+00,-3.743267536163330078e+00
8.778575658798217773e-01,1.996140241622924805e+00,-2.997151613235473633e+00,-7.046491622924804688e+00
2.479631155729293823e-01,2.589671850204467773e+00,-3.826763629913330078e+00,-4.412957668304443359e+00
2.335847020149230957e-01,2.550588130950927734e+00,-3.639111518859863281e+00,-4.788519859313964844e+00
1.350133717060089111e-01,2.426596164703369141e+00,-3.589623212814331055e+00,-4.069355487823486328e+00
1.220611095428466797e+00,4.182795584201812744e-01,-1.570057034492492676e+00,-4.287552356719970703e+00
5.709509849548339844e-01,1.317593812942504883e+00,-2.311904430389404297e+00,-3.768018007278442383e+00
2.576995372772216797e+00,-6.326220035552978516e-01,-3.214571714401245117e+00,-4.571516513824462891e+00
2.139685869216918945e+00,6.000010967254638672e-01,-3.368726491928100586e+00,-6.349575996398925781e+00
1.536738038063049316e+00,4.761140048503875732e-01,-1.576445341110229492e+00,-5.529300212860107422e+00
4.975765645503997803e-01,8.855761289596557617e-01,-1.501773118972778320e+00,-3.453690290451049805e+00
9.298921823501586914e-01,1.789405107498168945e+00,-2.745052337646484375e+00,-4.956264972686767578e+00
1.363772749900817871e+00,1.778727531433105469e+00,-4.591548442840576172e+00,-5.211918354034423828e+00
6.790106296539306641e-01,1.423948168754577637e+00,-2.912921428680419922e+00,-4.102565765380859375e+00
3.198714926838874817e-02,1.101343631744384766e+00,-1.482451796531677246e+00,-2.049456119537353516e+00
1.920511126518249512e+00,1.189518094062805176e+00,-4.509389877319335938e+00,-6.512002944946289062e+00
1.767203927040100098e+00,1.457965016365051270e+00,-3.908767223358154297e+00,-7.362486362457275391e+00
2.378861904144287109e+00,7.019996643066406250e-01,-3.299860954284667969e+00,-8.470779418945312500e+00
2.345767974853515625e+00,8.572361469268798828e-01,-3.759557485580444336e+00,-8.274415016174316406e+00
6.104336977005004883e-01,1.270690083503723145e+00,-9.172123074531555176e-01,-5.982560634613037109e+00
6.871384382247924805e-01,1.066897511482238770e+00,-3.000457763671875000e+00,-2.505607128143310547e+00
9.926059246063232422e-01,1.123113036155700684e+00,-3.332000017166137695e+00,-3.294714689254760742e+00
1.078712105751037598e+00,1.518207788467407227e+00,-1.361334800720214844e+00,-7.407548427581787109e+00
